Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
2.881316917,0.7498533672,1.67177158,-0.9309575696,2.055184246,1
2.891397917,0.9303534061,1.467389758,-0.7890694731,1.908250716,1
2.901478917,1.010956689,1.078006711,-0.5354125804,1.571877389,1
2.911558917,1.070627232,0.6922033292,-0.1649763391,1.285536974,1
2.921639917,1.181063887,0.3528005272,0.2035667199,1.24932763,1
2.931720917,1.200978626,0.0174451679,0.560443268,1.325424706,1
2.941801917,1.013589398,-0.2719352889,0.7506204488,1.290249328,1
2.951882917,0.8992421257,-0.4201206905,0.8929562227,1.335106217,1
2.961963917,0.7595568216,-0.3871067262,0.9338399546,1.26445057,1
2.972044917,0.6216996494,-0.3350232375,0.784069446,1.055232638,1
2.982125917,0.5732668698,-0.4076129115,0.5444832198,0.8895196267,1
2.992206917,0.5002012324,-0.4221683854,0.2709973955,0.7084257244,1
3.002287917,0.4991083878,-0.3234685546,0.2107604762,0.6310000531,1
3.012367917,0.6023240232,-0.2060102713,0.1643797038,0.6574611379,1
3.022448917,0.6804048175,-0.08468990207,0.2479897714,0.7291241471,1
3.032529917,0.6833316413,0.1643014973,0.2382803236,0.7421014935,1
3.042610917,0.8149425253,0.4509226531,0.1773155721,0.9481051475,1
3.052691917,0.9846562055,0.6788722622,0.2044350314,1.21334623,1
3.062772917,1.055951014,0.76074673,0.2278151232,1.321237246,1
3.072853917,1.004248763,0.658313452,0.1547845691,1.210723107,1
3.082934917,0.7309396711,0.6110930926,-0.1309911523,0.9616996686,1
3.093015917,0.4150698656,0.4979681808,-0.5187801754,0.8302940279,1
3.103095917,0.3077494848,0.2409602487,-0.6631612323,0.7697755562,1
3.113176917,0.1657492679,-0.06129811585,-0.7321006358,0.7531278907,1
3.123257917,-0.02249950111,-0.1400033927,-0.8032517485,0.8156718391,1
3.133338917,-0.07177194089,-0.09563764393,-0.8517534522,0.860105641,1
3.143419917,-0.002343856394,-0.07490224779,-0.7768073503,0.7804136723,1
3.153500917,0.07502854764,-0.07295395553,-0.8368015371,0.8433198533,1
3.163581917,0.06456583232,-0.04712855816,-0.8825939333,0.8862064651,1
3.173662917,0.08547927618,0.1156351215,-0.9440119171,0.954901402,1
3.183743917,0.108532801,0.2287489235,-0.9982361446,1.029845056,1
3.193824917,0.1833160579,0.2865720391,-1.053667091,1.107222945,1
3.203904917,0.2325917137,0.3349975097,-1.080130274,1.15455777,1
3.213985917,0.3234065741,0.4713744593,-0.9530183834,1.111318916,1
3.224066917,0.475199123,0.5845461488,-0.8078945839,1.104627569,1
3.234147917,0.5600632721,0.564794839,-0.6219981498,1.009725595,1
3.244228917,0.5169418108,0.2868293166,-0.3750966183,0.7001409613,1
3.254309917,0.3220529437,0.1442063713,-0.1246437804,0.3742320778,1
3.264390917,0.2266702384,0.2006279093,-0.01411590949,0.3030350043,1
3.274471917,0.2138449556,0.2723872787,-0.124693628,0.3680665639,1
3.284552917,0.1890855056,0.3814758575,-0.2421122964,0.4897913049,1
3.294633917,0.1357372642,0.300867312,-0.2299984735,0.4022996919,1
3.304713917,0.1196714544,0.2035491782,-0.2872305818,0.3718264811,1
3.314794917,0.2320593247,0.2030223441,-0.4771415681,0.5680965396,1
3.324875917,0.3457183796,0.4054611361,-0.6808807808,0.8645915617,1
3.334956917,0.3469673449,0.6176437283,-0.8365434556,1.096209408,1
3.345037917,0.1885232958,0.7352066767,-0.8341006351,1.127738338,1
3.355118917,-0.0929660511,0.7245097804,-0.7766464788,1.066178626,1
3.365199917,-0.3592321721,0.7577979791,-0.7998137319,1.15888202,1
3.375280917,-0.4899639273,0.7678879344,-0.8141692311,1.221715215,1
3.385361917,-0.6034867421,0.7821978253,-0.7925131908,1.266533396,1
3.395441917,-0.7179120746,0.7784737337,-0.6151319106,1.224665819,1
3.405522917,-0.8013328385,0.8443823791,-0.6022380692,1.310651217,1
3.415603917,-1.061578374,0.9241512644,-0.6999415344,1.571916777,1
3.425684917,-1.387791319,1.094728578,-0.9197562048,1.99257293,1
3.435765917,-1.748493481,1.397620781,-1.178453251,2.529688789,1
3.445846917,-2.103581732,1.515387213,-1.411683481,2.952000128,1
3.455927917,-2.229394809,1.640618784,-1.458122506,3.128570353,1
3.466008917,-2.105495233,1.88651116,-1.252285166,3.091965826,1
3.476089917,-1.813198185,2.179170735,-0.9953569025,3.004531263,1
3.486170917,-1.524487527,2.39322736,-0.8371641375,2.95845284,1
3.496250917,-1.348263557,2.611096369,-0.6350334938,3.006477408,1
3.506331917,-1.245685268,2.777868315,-0.3721854358,3.067051705,1
3.516412917,-1.22271185,2.768160768,-0.1755088556,3.031260738,1
3.526493917,-1.201644039,2.732846509,-0.05878271677,2.985942706,1
3.536574917,-1.055586732,2.520173335,-0.1169291834,2.73481433,1
3.546655917,-0.829300071,2.203771725,-0.220154686,2.364913637,1
3.556736917,-0.5469254556,1.727768025,-0.2370135243,1.827699432,1
3.566817917,-0.2449930733,1.179810829,-0.2354252744,1.227762297,1
3.576898917,-0.04500338763,0.9150038803,-0.3258688366,0.9723414547,1
3.586979917,0.06209070593,0.9147296458,-0.3730419798,0.9898211452,1
3.597059917,0.255533849,0.802516315,-0.1254980586,0.8515161458,1
3.607140917,0.4698465818,0.3415463912,0.6018239401,0.8364220243,1
3.617221917,0.5513930207,-0.3370826268,1.502923872,1.635982618,1
3.627302917,0.8087014997,-1.032949821,2.397565263,2.733002495,1
3.637383917,1.198160561,-1.556581432,3.014188798,3.597758829,1
3.647464917,1.593993672,-1.895374369,2.877492591,3.796475133,1
3.657545917,1.88447896,-2.308079621,2.346195281,3.792509035,1
3.667626917,1.998048552,-2.640017867,1.568515599,3.663623007,1
3.677707917,2.202761619,-2.947776123,0.6128167056,3.730561236,1
3.687788917,2.696362514,-3.508852133,0.09688353941,4.42626259,1
3.697869042,3.67195729,-4.389899477,0.1295544183,5.724619822,1
3.707950042,4.978697137,-5.63385777,0.09599373937,7.519108547,1
3.718031042,6.178327687,-7.576109852,0.08682369724,9.776334275,1
3.728112042,7.149435017,-10.07018239,0.4455114935,12.35805304,1
3.738193042,7.566148535,-12.35581455,1.139270109,14.53308959,1
3.748274042,7.269340945,-13.74256009,2.001669733,15.6750744,1
3.758355042,6.579013987,-14.2510515,2.576166272,15.90636749,1
3.768436042,6.033387491,-14.24903305,2.320029575,15.64670076,1
3.778517042,6.013346159,-13.74626606,1.899207219,15.12372806,1
3.788597042,6.336686075,-12.97708355,1.344424713,14.50399137,1
3.798678042,6.761650599,-12.09750093,0.4469868922,13.86611859,1
3.808759042,7.078933969,-11.21293415,-0.3776340906,13.26588881,1
3.818840042,6.942124325,-10.26769548,-0.8387759225,12.4226489,1
3.828921042,6.070357681,-8.921976342,-0.7517133665,10.81739235,1
3.839002042,4.621515291,-7.432020425,-0.03261759616,8.751822386,1
3.849083042,2.591678935,-5.704134285,0.9231098753,6.332936088,1
3.859164042,-0.08658089161,-3.722404143,2.014061152,4.233229403,1
3.869245042,-3.221077321,-1.413601221,2.965231231,4.600674274,1
